,FIPS,Walkability,Percentage of without vehicle,geometry,Percentage of public transportation
699,06037275101,0.063447,6.0,"POLYGON ((-118.405901208563 33.9992408419247, -118.402780208266 34.0034698425943, -118.400187207825 34.002044842115, -118.399825208451 34.0016348423588, -118.400460208593 34.0014408423507, -118.402422208656 33.9965678417835, -118.402827208145 33.9958378420125, -118.404564208733 33.9948598413037, -118.409316209401 34.0009238423209, -118.405901208563 33.9992408419247))",8.87
700,06037234502,-0.132979,22.3,"POLYGON ((-118.332485197204 34.003397846399, -118.330646196793 34.0036448465446, -118.325753195598 34.0036638470199, -118.324665196089 34.003668846761, -118.323575195459 34.00367284677, -118.321397195005 34.0036818468826, -118.320357194746 34.0036858469454, -118.317119194646 34.0036968476307, -118.317124193892 34.0000578466145, -118.32141419486 34.0000438463942, -118.324682195459 34.0000338466279, -118.331503196365 34.0000108464017, -118.331497196401 34.0014968461018, -118.332485197204 34.003397846399))",2.3
701,06037232120,-0.093558,18.3,"POLYGON ((-118.287139189389 34.0037198489464, -118.282715189067 34.0037618491111, -118.280994188595 34.0037768496681, -118.280445188031 33.9957558489934, -118.282687187532 33.9957508489222, -118.28713218881 33.995707848631, -118.287115189217 33.9987678489774, -118.287124188957 34.0005818486951, -118.287139189389 34.0037198489464))",12.5
702,06037232200,0.164425,26.8,"POLYGON ((-118.304560192851 34.0037118482382, -118.300192191264 34.0037018480944, -118.295891190721 34.0036908485798, -118.291554190708 34.0036788487803, -118.291540189489 34.0005408480785, -118.291536189656 33.9996048484727, -118.29541619011 33.9996158484077, -118.295893190662 33.9996168480495, -118.300182191428 33.9996288477669, -118.300184190824 34.0001028476646, -118.302360192128 34.00008884761, -118.304563191831 34.0000748474728, -118.304560192851 34.0037118482382))",9.65
703,06037232110,0.673142,18.9,"POLYGON ((-118.291554190708 34.0036788487803, -118.287139189389 34.0037198489464, -118.287124188957 34.0005818486951, -118.287115189217 33.9987678489774, -118.28713218881 33.995707848631, -118.287130189247 33.9953138477324, -118.291516189241 33.9952688483168, -118.291536189656 33.9996048484727, -118.291540189489 34.0005408480785, -118.291554190708 34.0036788487803))",18.21
704,06037273200,1.740849,10.4,"POLYGON ((-118.473562220458 34.0006658378142, -118.470206220342 34.0024918385823, -118.467864219734 34.0013438386241, -118.466112219134 34.0004988389827, -118.464527218869 33.9997348387023, -118.462735217981 33.9988708390287, -118.460937218438 33.9980038382466, -118.463195218542 33.9947588380091, -118.463613218269 33.9941558385204, -118.465643218657 33.9912378377727, -118.468821218765 33.9953908379545, -118.469943219247 33.9968598380057, -118.470882219184 33.99796783833, -118.473562220458 34.0006658378142))",3.37
705,06037272202,-0.222078,8.3,"POLYGON ((-118.443362214554 33.9953218394358, -118.440182214605 33.9969448401669, -118.441978214838 33.9993028401196, -118.44116321537 33.9997128400483, -118.440341215122 34.0001248397655, -118.43793321491 34.0013348406627, -118.434732213147 33.9972108403742, -118.435319213798 33.9969038403786, -118.437587213555 33.9960408395844, -118.438438214232 33.9956168395218, -118.442469214292 33.9936038395356, -118.443362214554 33.9953218394358))",8.78
706,06037273300,2.054157,14.5,"POLYGON ((-118.477632220746 33.998576837716, -118.476595220438 33.9991168376064, -118.473562220458 34.0006658378142, -118.470882219184 33.99796783833, -118.469943219247 33.9968598380057, -118.468821218765 33.9953908379545, -118.465643218657 33.9912378377727, -118.4659742179 33.9906388377363, -118.470659218768 33.9918388375698, -118.47337121934 33.9923698372037, -118.47328921951 33.9929668374908, -118.474787219896 33.9942888375226, -118.47543622001 33.994949837928, -118.478475221152 33.9980848377111, -118.477632220746 33.998576837716))",4.36
707,06037229300,0.874952,15.3,"POLYGON ((-118.273980187082 34.0010638495897, -118.271785186611 34.0010798499505, -118.269608186196 34.0006608496301, -118.265231185068 34.0006928500567, -118.265217185449 33.9957478496779, -118.265216184938 33.9953028497451, -118.270141185765 33.9952628488353, -118.271774186402 33.995248849062, -118.273960186733 33.9952318484637, -118.273962186918 33.995575848898, -118.273980187082 34.0010638495897))",15.56
708,06037229200,0.181839,14.9,"POLYGON ((-118.265231185068 34.0006928500567, -118.260858185051 34.0007328500263, -118.256480184489 34.000821850747, -118.256473183429 33.9989248504328, -118.256463183774 33.9958428502913, -118.258648183806 33.9958228494646, -118.265217185449 33.9957478496779, -118.265231185068 34.0006928500567))",12.29
709,06037232300,-1.274779,10.5,"POLYGON ((-118.304563191831 34.0000748474728, -118.302360192128 34.00008884761, -118.300184190824 34.0001028476646, -118.300182191428 33.9996288477669, -118.295893190662 33.9996168480495, -118.29541619011 33.9996158484077, -118.291536189656 33.9996048484727, -118.291516189241 33.9952688483168, -118.291515189429 33.9950718478835, -118.295872190134 33.9950788477656, -118.300185191368 33.9950618470886, -118.304569191544 33.9950708467491, -118.304563191831 34.0000748474728))",10.27
710,06037234501,-1.212112,6.0,"POLYGON ((-118.332177196776 33.996335845452, -118.331503196365 34.0000108464017, -118.324682195459 34.0000338466279, -118.32141419486 34.0000438463942, -118.317124193892 34.0000578466145, -118.317132193686 33.9950408461493, -118.317777194319 33.9950588460571, -118.321438194484 33.9950338460003, -118.323616194634 33.9950188457777, -118.329391195791 33.9949788458489, -118.332187195774 33.9949598451891, -118.332177196776 33.996335845452))",9.62
711,06037275200,0.452388,11.9,"POLYGON ((-118.423718211443 33.9970758406681, -118.420057211179 33.997498840698, -118.419393211557 33.9977598411461, -118.419028211544 33.9980418408078, -118.417413210895 33.9996308412084, -118.415235210623 33.9979798415371, -118.417766210046 33.9948488406872, -118.420892211039 33.9909858397735, -118.421184211184 33.9912148405746, -118.423317211848 33.9928888401151, -118.428050212013 33.9966038403665, -118.423718211443 33.9970758406681))",6.05
712,06037273800,1.003608,7.7,"POLYGON ((-118.462343217333 33.9889738373668, -118.456982216829 33.9917638379283, -118.455523217049 33.9924978383231, -118.452582216702 33.9939758387265, -118.451007216406 33.9947668392276, -118.446270215114 33.9971468392928, -118.441978214838 33.9993028401196, -118.440182214605 33.9969448401669, -118.443362214554 33.9953218394358, -118.444725214729 33.9943798391366, -118.448484215253 33.9933638384769, -118.44929921535 33.992558838898, -118.449448216125 33.9923128389092, -118.452189215527 33.9884338377033, -118.454696216045 33.9883398379959, -118.457946216207 33.9880558374819, -118.458700216823 33.9879598380515, -118.459517217179 33.9878498375146, -118.462343217333 33.9889738373668))",3.2
713,06037273600,4.593739,1.6,"POLYGON ((-118.465643218657 33.9912378377727, -118.463613218269 33.9941558385204, -118.463195218542 33.9947588380091, -118.460937218438 33.9980038382466, -118.459216217399 33.9971748385031, -118.457283216955 33.9962428387155, -118.452582216702 33.9939758387265, -118.455523217049 33.9924978383231, -118.456982216829 33.9917638379283, -118.462343217333 33.9889738373668, -118.462689217891 33.9891998373999, -118.463780218032 33.9899108377298, -118.46421121845 33.9901918374654, -118.4659742179 33.9906388377363, -118.465643218657 33.9912378377727))",1.59
714,06037275500,-0.369403,12.1,"POLYGON ((-118.420892211039 33.9909858397735, -118.417766210046 33.9948488406872, -118.415235210623 33.9979798415371, -118.412015209488 33.996008841189, -118.408515209016 33.9937358414649, -118.407868208264 33.9921218414011, -118.407721208641 33.9920358406955, -118.411451209454 33.9898848402611, -118.411609209324 33.9897618409776, -118.415565209237 33.9867108398876, -118.41840020981 33.9890208404919, -118.418797210138 33.9893418403183, -118.420892211039 33.9909858397735))",12.04
715,06037275311,-0.511946,7.1,"POLYGON ((-118.431114212499 33.9963858398873, -118.430059212259 33.9964328406868, -118.428050212013 33.9966038403665, -118.423317211848 33.9928888401151, -118.421184211184 33.9912148405746, -118.420892211039 33.9909858397735, -118.418797210138 33.9893418403183, -118.41840020981 33.9890208404919, -118.415565209237 33.9867108398876, -118.413831209015 33.9852978398817, -118.41793021004 33.982268839585, -118.419460209467 33.9814388392556, -118.420901210129 33.980986839185, -118.4233052103 33.9807088388972, -118.423209210606 33.9807828388924, -118.422297209881 33.9814948390852, -118.425394211384 33.985419838858, -118.425812211395 33.985492839175, -118.427907211833 33.9879508397502, -118.429729212076 33.9897608398659, -118.430194211795 33.9901298399689, -118.43048821201 33.9921298401637, -118.430799212685 33.9942398401793, -118.431114212499 33.9963858398873))",4.78
716,06037234600,-0.801586,15.0,"POLYGON ((-118.337294197616 33.996312845429, -118.336666196664 33.9963158458055, -118.332177196776 33.996335845452, -118.332187195774 33.9949598451891, -118.329391195791 33.9949788458489, -118.323616194634 33.9950188457777, -118.321438194484 33.9950338460003, -118.317777194319 33.9950588460571, -118.317132193686 33.9950408461493, -118.317135193673 33.9932208462372, -118.317143193481 33.9891068460387, -118.317611192869 33.9891038454635, -118.319287193136 33.989094845503, -118.321466193836 33.9890798458732, -118.325450194616 33.9890518448955, -118.329418194906 33.9890238453083, -118.332986196003 33.9889978447073, -118.337277197052 33.9889908446161, -118.337281196852 33.9930808453996, -118.337294197616 33.996312845429))",13.83
717,06037229420,-1.312834,20.2,"POLYGON ((-118.265217185449 33.9957478496779, -118.258648183806 33.9958228494646, -118.256463183774 33.9958428502913, -118.256461184079 33.9948278501132, -118.256458183793 33.9934628494911, -118.256454183648 33.9920678491936, -118.256448183534 33.9895028496525, -118.256448183299 33.9893218491716, -118.265197184489 33.9892318491565, -118.265209185263 33.9932868494626, -118.265216184938 33.9953028497451, -118.265217185449 33.9957478496779))",11.04
718,06037275400,0.729562,14.8,"POLYGON ((-118.447035215421 33.9905238382627, -118.442134214039 33.9929688392684, -118.440419214532 33.9936618396968, -118.437186213728 33.9952808401441, -118.432475212241 33.9914578399477, -118.43088621267 33.9891968390502, -118.433304212388 33.9880168395478, -118.434673212826 33.9900058389526, -118.435468213079 33.9896438390598, -118.440284214063 33.9872198383161, -118.442790214163 33.9859998381449, -118.447035215421 33.9905238382627))",4.73
719,06037232800,0.6149,17.2,"POLYGON ((-118.280445188031 33.9957558489934, -118.278322186871 33.9957528484077, -118.273962186918 33.995575848898, -118.273960186733 33.9952318484637, -118.273954186376 33.9933378487966, -118.273940186264 33.9891958483306, -118.278300186904 33.9891708479334, -118.280402186723 33.9891588481205, -118.280403187457 33.9933028486046, -118.280445188031 33.9957558489934))",9.72
720,06037229410,1.227885,9.8,"POLYGON ((-118.273960186733 33.9952318484637, -118.271774186402 33.995248849062, -118.270141185765 33.9952628488353, -118.265216184938 33.9953028497451, -118.265209185263 33.9932868494626, -118.265197184489 33.9892318491565, -118.269566185439 33.9892138483183, -118.270119184864 33.9892118481342, -118.273940186264 33.9891958483306, -118.273954186376 33.9933378487966, -118.273960186733 33.9952318484637))",16.55
721,06037232500,-0.331517,13.9,"POLYGON ((-118.317135193673 33.9932208462372, -118.317132193686 33.9950408461493, -118.313845193004 33.9950568470293, -118.308939192434 33.9950788467037, -118.304569191544 33.9950708467491, -118.304444190803 33.9892978464857, -118.304577190818 33.989122846087, -118.306323191128 33.9891268468211, -118.308947192333 33.9891318465561, -118.313853192962 33.9891228457063, -118.317143193481 33.9891068460387, -118.317135193673 33.9932208462372))",15.58
722,06037228900,0.231908,20.7,"POLYGON ((-118.247770181716 33.994839850018, -118.243505180894 33.9948068508145, -118.243178181234 33.9946488504331, -118.239326180968 33.994635850971, -118.238408180252 33.9942948506626, -118.23793018019 33.9893978505311, -118.239033179743 33.9894078503461, -118.241171181029 33.9894268503756, -118.243151180543 33.9894478502076, -118.247760181524 33.9894978498304, -118.247765182251 33.9920758504161, -118.247770181716 33.994839850018))",11.44
723,06037229100,-1.354435,19.3,"POLYGON ((-118.256461184079 33.9948278501132, -118.25211818247 33.9948278499443, -118.247770181716 33.994839850018, -118.247765182251 33.9920758504161, -118.247760181524 33.9894978498304, -118.252106182282 33.9894978494424, -118.256448183534 33.9895028496525, -118.256454183648 33.9920678491936, -118.256458183793 33.9934628494911, -118.256461184079 33.9948278501132))",21.91
724,06037274100,1.321493,8.9,"POLYGON ((-118.458700216823 33.9879598380515, -118.457946216207 33.9880558374819, -118.454696216045 33.9883398379959, -118.452189215527 33.9884338377033, -118.449448216125 33.9923128389092, -118.44929921535 33.992558838898, -118.448484215253 33.9933638384769, -118.447190215532 33.990763838968, -118.447035215421 33.9905238382627, -118.442790214163 33.9859998381449, -118.443470214156 33.9856698384822, -118.44265321385 33.9847098383766, -118.441616213632 33.9833848378596, -118.44623221448 33.9842648379936, -118.455063216054 33.9864208375341, -118.458268216276 33.9875228374847, -118.458700216823 33.9879598380515))",3.04
725,06037273502,5.473969,15.1,"POLYGON ((-118.472618219636 33.990062837233, -118.471043218999 33.9910968371868, -118.470659218768 33.9918388375698, -118.4659742179 33.9906388377363, -118.46421121845 33.9901918374654, -118.463780218032 33.9899108377298, -118.462689217891 33.9891998373999, -118.465747217828 33.9876638368192, -118.468015217991 33.9862878371322, -118.469321218466 33.9854948368232, -118.470087218819 33.9850298371029, -118.472306848504 33.9838312909807, -118.475823131838 33.9879982515838, -118.472618219636 33.990062837233))",3.04
726,06037275603,-1.045048,6.8,"POLYGON ((-118.415565209237 33.9867108398876, -118.411609209324 33.9897618409776, -118.411451209454 33.9898848402611, -118.407721208641 33.9920358406955, -118.405161208388 33.9905058406816, -118.406215207652 33.9894088405627, -118.402987207911 33.9874458403457, -118.401251206663 33.9863908406299, -118.398680206895 33.9880198410907, -118.395863206567 33.9849178410805, -118.395279206141 33.984236840616, -118.394907205811 33.9838588405833, -118.395097206009 33.9838228407363, -118.398375206274 33.9832098402833, -118.402023207142 33.9840108408508, -118.405169208034 33.9838198406383, -118.407041207724 33.9825908396075, -118.409098208535 33.9812518401557, -118.40980720792 33.9818618397765, -118.413431208736 33.9849708399329, -118.41351020892 33.9850368399069, -118.413831209015 33.9852978398817, -118.415565209237 33.9867108398876))",3.46
727,06037273902,5.613136,3.5,"POLYGON ((-118.470087218819 33.9850298371029, -118.469321218466 33.9854948368232, -118.468015217991 33.9862878371322, -118.465747217828 33.9876638368192, -118.462689217891 33.9891998373999, -118.462343217333 33.9889738373668, -118.459517217179 33.9878498375146, -118.458700216823 33.9879598380515, -118.458268216276 33.9875228374847, -118.455063216054 33.9864208375341, -118.456360215868 33.9855948373028, -118.458636216287 33.9841458374191, -118.463492217468 33.9810538364991, -118.46462521753 33.9803308362125, -118.465652217367 33.9797408363846, -118.46767957907 33.9783477614746, -118.46779689059 33.978486780192, -118.472306848504 33.9838312909807, -118.470087218819 33.9850298371029))",2.61
